Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Patrick Georg Grosz,Chiara Zulberti,4,chimpanzee communication; gestural communication; linguistic research; production experiments
Patrick Georg Grosz,Cornelia Loos,4,eeg; linear mixed-effects models; mri; production experiments
Patrick Georg Grosz,Jana Bressem,4,eeg; mri; production experiments; sign language
Patrick Georg Grosz,Jens Lemanski,4,cognitive science; eeg; linear mixed-effects models; social science
Patrick Georg Grosz,Katja Liebal,4,bayesian statistics; gestural communication; linear mixed-effects models; mri
Patrick Georg Grosz,Markus Steinbach,4,cognitive science; eeg; linear mixed-effects models; production experiments
Patrick Georg Grosz,Nadine Bade,4,cognitive science; experimental investigation; linear mixed-effects models; pragmatics
Patrick Georg Grosz,Oliver Herbort,4,eeg; hearing impairment; linear mixed-effects models; mri
Patrick Georg Grosz,Paula G. Sánchez Ramón,4,hearing impairment; linear mixed-effects models; mri; production experiments
Patrick Georg Grosz,Sarah Schwarzenberg,4,eeg; linear mixed-effects models; mri; production experiments
Patrick Georg Grosz,Sebastian Walter,4,cognitive science; eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Silva Ladewig,4,eeg; linear mixed-effects models; motor theory; mri
Patrick Georg Grosz,Thomas Finkbeiner,4,eeg; linear mixed-effects models; mri; prosodic prominence
Patrick Georg Grosz,Yuqiu Chen,4,eeg; linear mixed-effects models; mri; prosodic prominence
Patrick Georg Grosz,Anastasia Bauer,3,cognitive science; hearing impairment; social science
Patrick Georg Grosz,Babajide Owoyele,3,bayesian statistics; linear mixed-effects models; social science
Patrick Georg Grosz,Carly A. Anderson,3,eeg; linguistic research; mri
Patrick Georg Grosz,Linda Oña,3,eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Mailin Ines Antomo,3,linear mixed-effects models; mri; production experiments
Patrick Georg Grosz,Matteo Maran,3,eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Nina-Kristin Meister,3,cognitive science; hearing impairment; mri
Patrick Georg Grosz,Patrick Trettenbrein,3,eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Philippe Schlenker,3,cognitive science; linear mixed-effects models; mri
Patrick Georg Grosz,Vera Wolfrum,3,bayesian statistics; linear mixed-effects models; production experiments
Patrick Georg Grosz,Volker Gast,3,bayesian statistics; cognitive science; mri
Patrick Georg Grosz,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Patrick Georg Grosz,Jonas Hartke,2,cognitive science; social science
Patrick Georg Grosz,Kathryn Barnes,2,linear mixed-effects models; production experiments
Patrick Georg Grosz,Pamela Perniss,2,bayesian statistics; linear mixed-effects models
Patrick Georg Grosz,Petra Schumacher,2,linear mixed-effects models; mri
Patrick Georg Grosz,Pia Gehlbach,2,cognitive science; eeg
Patrick Georg Grosz,Stefan Hinterwimmer,2,cognitive science; social science
Patrick Georg Grosz,Susan Goldin-Meadow,2,eeg; mri
Patrick Georg Grosz,Tatjana Scheffler,2,cognitive science; social science
Patrick Georg Grosz,Valentina Colasanti,2,cognitive science; pragmatics
Patrick Georg Grosz,Vanessa Wing Yan Tsang,2,cognitive science; sign language
Patrick Georg Grosz,Vinicius Macuch,2,bayesian statistics; linear mixed-effects models
Patrick Georg Grosz,Wim Pouw,2,cognitive science; linear mixed-effects models
Patrick Georg Grosz,Šárka Kadavá,2,cognitive science; hearing impairment
Patrick Georg Grosz,Alexander Henlein,1,mri
Patrick Georg Grosz,Alexander Mehler,1,cognitive science
Patrick Georg Grosz,Andy Lücking,1,cognitive science
Patrick Georg Grosz,Annika Herrmann,1,linear mixed-effects models
Patrick Georg Grosz,Celina Isabelle von Eiff,1,hearing impairment
Patrick Georg Grosz,Christian Dobel,1,linear mixed-effects models
Patrick Georg Grosz,Door Spruijt,1,cognitive science
Patrick Georg Grosz,Federica Amici,1,gestural communication
Patrick Georg Grosz,Ingmar Brilmayer,1,linear mixed-effects models
Patrick Georg Grosz,Liona Paulus,1,linguistic research
Patrick Georg Grosz,Marc Schulder,1,prosodic prominence
Patrick Georg Grosz,Natalia Filatkina,1,mri
Patrick Georg Grosz,Pilar Prieto,1,linear mixed-effects models
Patrick Georg Grosz,Sotaro Kita,1,bayesian statistics
Patrick Georg Grosz,Stefan R. Schweinberger,1,cognitive science
Patrick Trettenbrein,Matteo Maran,7,bayesian stats; cognitive processes; eeg; linear mixed-effects models; mri; neurobiology of language; non-manual cues
Patrick Trettenbrein,Marion Bonnet,6,bayesian stats; eeg; linear mixed-effects models; mri; multimodal communication; syntax
Patrick Trettenbrein,Nina-Kristin Meister,6,animacy; mri; multimodal communication; non-manual cues; social cognition; verb type
Patrick Trettenbrein,Silva Ladewig,6,bayesian stats; cognitive processes; eeg; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Emiliano Zaccarella,5,cognitive neuroscience; cognitive processes; eeg; linear mixed-effects models; neurobiology of language
Patrick Trettenbrein,Linda Oña,5,bayesian stats; computational modeling; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Marianthi Koraka,5,bayesian stats; eeg; linear mixed-effects models; mri; syntax
Patrick Trettenbrein,Markus Steinbach,5,bayesian stats; eeg; language modality; linear mixed-effects models; machine-readable information
Patrick Trettenbrein,Oliver Herbort,5,bayesian stats; eeg; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Susan Goldin-Meadow,5,bayesian stats; cognitive neuroscience; eeg; mri; multimodal communication
Patrick Trettenbrein,Aleksandra Ćwiek,4,eeg; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Anna Kuder,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Babajide Owoyele,4,data reproducibility; data sharing; data visualization; linear mixed-effects models
Patrick Trettenbrein,Cornelia Ebert,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Cornelia Loos,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Frank Kügler,4,eeg; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Ingmar Brilmayer,4,bayesian stats; bilingualism; linear mixed-effects models; neurobiology of language
Patrick Trettenbrein,Jana Bressem,4,bayesian stats; eeg; mri; multimodal communication
Patrick Trettenbrein,Jens Lemanski,4,bayesian stats; eeg; language cognition; linear mixed-effects models
Patrick Trettenbrein,Katja Liebal,4,cognitive neuroscience; linear mixed-effects models; mri; social cognition
Patrick Trettenbrein,Lea Fricke,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Pamela Perniss,4,language cognition; linear mixed-effects models; multimodal communication; research groups
Patrick Trettenbrein,Paula G. Sánchez Ramón,4,bayesian stats; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Petra Schumacher,4,bilingualism; linear mixed-effects models; mri; multimodal communication
Patrick Trettenbrein,Philippe Schlenker,4,bayesian stats; linear mixed-effects models; mri; syntax
Patrick Trettenbrein,Sebastian Walter,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Vinicius Macuch,4,bilingualism; linear mixed-effects models; multimodal communication; neurobiology of language
Patrick Trettenbrein,Yuqiu Chen,4,bayesian stats; eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Carly A. Anderson,3,bayesian stats; eeg; mri
Patrick Trettenbrein,Mailin Ines Antomo,3,linear mixed-effects models; mri; syntax
Patrick Trettenbrein,Nadine Bade,3,bayesian stats; linear mixed-effects models; neurobiology of language
Patrick Trettenbrein,Patrick Georg Grosz,3,eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Pilar Prieto,3,language development; linear mixed-effects models; multimodal communication
Patrick Trettenbrein,Sarah Schwarzenberg,3,eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Thomas Finkbeiner,3,eeg; linear mixed-effects models; mri
Patrick Trettenbrein,Wim Pouw,3,bayesian stats; linear mixed-effects models; multimodal communication
Patrick Trettenbrein,Anastasia Bauer,2,non-manual cues; openpose
Patrick Trettenbrein,Carina Lüke,2,language development; multimodal communication
Patrick Trettenbrein,Celina Isabelle von Eiff,2,cognitive neuroscience; multimodal communication
Patrick Trettenbrein,Kathryn Barnes,2,bayesian stats; linear mixed-effects models
Patrick Trettenbrein,Martin Schulte-Rüther,2,bayesian stats; cognitive neuroscience
Patrick Trettenbrein,Pia Gehlbach,2,eeg; research groups
Patrick Trettenbrein,Rui Liu,2,cognitive processes; social cognition
Patrick Trettenbrein,Stefan Hinterwimmer,2,neurobiology of language; syntax
Patrick Trettenbrein,Susanne Fuchs,2,multimodal communication; neurobiology of language
Patrick Trettenbrein,Alexander Henlein,1,mri
Patrick Trettenbrein,Alexander Mehler,1,bayesian stats
Patrick Trettenbrein,Alina Gregori,1,multimodal communication
Patrick Trettenbrein,Andy Lücking,1,multimodal communication
Patrick Trettenbrein,Annika Herrmann,1,linear mixed-effects models
Patrick Trettenbrein,Christian Dobel,1,linear mixed-effects models
Patrick Trettenbrein,Liona Paulus,1,language development
Patrick Trettenbrein,Natalia Filatkina,1,mri
Patrick Trettenbrein,Reetu Bhattacharjee,1,multimodal communication
Patrick Trettenbrein,Sotaro Kita,1,language development
Patrick Trettenbrein,Valentina Colasanti,1,syntax
Patrick Trettenbrein,Vera Wolfrum,1,linear mixed-effects models
Patrick Trettenbrein,Volker Gast,1,mri
Paula G. Sánchez Ramón,Cornelia Ebert,5,bayesian stats; hearing impairment; linear mixed-effects models; mri; production experiments
Paula G. Sánchez Ramón,Marion Bonnet,5,bayesian stats; linear mixed-effects models; mri; multimodal communication; production experiments
Paula G. Sánchez Ramón,Oliver Herbort,5,bayesian stats; hearing impairment; linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Cornelia Loos,4,bayesian stats; linear mixed-effects models; mri; production experiments
Paula G. Sánchez Ramón,Frank Kügler,4,language studies; linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Jana Bressem,4,bayesian stats; mri; multimodal communication; production experiments
Paula G. Sánchez Ramón,Marianthi Koraka,4,bayesian stats; hearing impairment; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Patrick Georg Grosz,4,hearing impairment; linear mixed-effects models; mri; production experiments
Paula G. Sánchez Ramón,Patrick Trettenbrein,4,bayesian stats; linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Philippe Schlenker,4,bayesian stats; eeg experiments; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Silva Ladewig,4,bayesian stats; linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Susan Goldin-Meadow,4,bayesian stats; language disorders; mri; multimodal communication
Paula G. Sánchez Ramón,Aleksandra Ćwiek,3,linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Alina Gregori,3,catalan; german; multimodal communication
Paula G. Sánchez Ramón,Anna Kuder,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Ingmar Brilmayer,3,bayesian stats; eeg experiments; linear mixed-effects models
Paula G. Sánchez Ramón,Kathryn Barnes,3,bayesian stats; linear mixed-effects models; production experiments
Paula G. Sánchez Ramón,Lea Fricke,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Linda Oña,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Mailin Ines Antomo,3,linear mixed-effects models; mri; production experiments
Paula G. Sánchez Ramón,Markus Steinbach,3,bayesian stats; linear mixed-effects models; production experiments
Paula G. Sánchez Ramón,Matteo Maran,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Nina-Kristin Meister,3,hearing impairment; mri; multimodal communication
Paula G. Sánchez Ramón,Petra Schumacher,3,linear mixed-effects models; mri; multimodal communication
Paula G. Sánchez Ramón,Sarah Schwarzenberg,3,linear mixed-effects models; mri; production experiments
Paula G. Sánchez Ramón,Sebastian Walter,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Vera Wolfrum,3,eeg experiments; linear mixed-effects models; production experiments
Paula G. Sánchez Ramón,Wim Pouw,3,bayesian stats; linear mixed-effects models; multimodal communication
Paula G. Sánchez Ramón,Yuqiu Chen,3,bayesian stats; linear mixed-effects models; mri
Paula G. Sánchez Ramón,Alexander Henlein,2,lexicography; mri
Paula G. Sánchez Ramón,Carina Lüke,2,language disorders; multimodal communication
Paula G. Sánchez Ramón,Carly A. Anderson,2,bayesian stats; mri
Paula G. Sánchez Ramón,Celina Isabelle von Eiff,2,hearing impairment; multimodal communication
Paula G. Sánchez Ramón,Jens Lemanski,2,bayesian stats; linear mixed-effects models
Paula G. Sánchez Ramón,Katja Liebal,2,linear mixed-effects models; mri
Paula G. Sánchez Ramón,Nadine Bade,2,bayesian stats; linear mixed-effects models
Paula G. Sánchez Ramón,Pamela Perniss,2,linear mixed-effects models; multimodal communication
Paula G. Sánchez Ramón,Pilar Prieto,2,linear mixed-effects models; multimodal communication
Paula G. Sánchez Ramón,Thomas Finkbeiner,2,linear mixed-effects models; mri
Paula G. Sánchez Ramón,Vinicius Macuch,2,linear mixed-effects models; multimodal communication
Paula G. Sánchez Ramón,Alexander Mehler,1,bayesian stats
Paula G. Sánchez Ramón,Anastasia Bauer,1,hearing impairment
Paula G. Sánchez Ramón,Andy Lücking,1,multimodal communication
Paula G. Sánchez Ramón,Annika Herrmann,1,linear mixed-effects models
Paula G. Sánchez Ramón,Babajide Owoyele,1,linear mixed-effects models
Paula G. Sánchez Ramón,Chiara Zulberti,1,production experiments
Paula G. Sánchez Ramón,Christian Dobel,1,linear mixed-effects models
Paula G. Sánchez Ramón,Emiliano Zaccarella,1,linear mixed-effects models
Paula G. Sánchez Ramón,Martin Schulte-Rüther,1,bayesian stats
Paula G. Sánchez Ramón,Natalia Filatkina,1,mri
Paula G. Sánchez Ramón,Reetu Bhattacharjee,1,multimodal communication
Paula G. Sánchez Ramón,Susanne Fuchs,1,multimodal communication
Paula G. Sánchez Ramón,Volker Gast,1,mri
Paula G. Sánchez Ramón,Šárka Kadavá,1,hearing impairment
Petra Schumacher,Aleksandra Ćwiek,5,data analysis methods; iconicity; linear mixed-effects models; mri; multimodal communication
Petra Schumacher,Frank Kügler,5,data analysis methods; linear mixed-effects models; mri; multimodal communication; prosodic structure
Petra Schumacher,Ingmar Brilmayer,5,bilingualism; event-related potential (erp); iconicity; late positivity; linear mixed-effects models
Petra Schumacher,Silva Ladewig,5,iconicity; language acquisition; linear mixed-effects models; mri; multimodal communication
Petra Schumacher,Vinicius Macuch,5,bilingualism; data analysis methods; linear mixed-effects models; multimodal communication; natural language processing techniques
Petra Schumacher,Marion Bonnet,4,data analysis methods; linear mixed-effects models; mri; multimodal communication
Petra Schumacher,Oliver Herbort,4,iconicity; linear mixed-effects models; mri; multimodal communication
Petra Schumacher,Patrick Trettenbrein,4,bilingualism; linear mixed-effects models; mri; multimodal communication
Petra Schumacher,Carly A. Anderson,3,data analysis methods; iconicity; mri
Petra Schumacher,Cornelia Loos,3,iconicity; linear mixed-effects models; mri
Petra Schumacher,Jana Bressem,3,language acquisition; mri; multimodal communication
Petra Schumacher,Katja Liebal,3,data analysis methods; linear mixed-effects models; mri
